customer_id,name,company,segment,ltv,orders,successful_payments,failed_payments,avg_delay_days,promises_made,promises_kept,city,preferred_device,email,phone
CUST000957,Aarav Rao,,normal,15900.0,3,2,1,0.3,2,1,Mumbai,Desktop,,
CUST000958,Ananya Malhotra,,normal,17900.0,3,3,0,0.8,0,0,Mumbai,Android,,
CUST000959,Vivaan Bose,,normal,16200.0,2,2,0,6.4,1,1,Hyderabad,iOS,,
CUST000960,Meera Mehta,,normal,26100.0,3,2,1,1.2,2,2,Lucknow,iOS,,
CUST000961,Arjun Bose,,normal,17100.0,4,3,1,3.0,1,1,Pune,iOS,,
CUST000962,Kabir Iyer,,normal,14400.0,5,5,0,2.9,2,2,Lucknow,Android,,
CUST000963,Meera Gupta,,group_d_broken_promise,47000.0,11,5,6,35.4,4,1,Delhi,Android,,
CUST000964,Meera Iyer,,group_d_broken_promise,15400.0,3,1,2,23.7,9,3,Jaipur,Android,,
CUST000965,Myra Bose,,normal,26800.0,2,2,0,7.1,0,0,Indore,Android,,
CUST000966,Arjun Joshi,,normal,6500.0,2,2,0,1.9,1,1,Pune,Android,,
CUST000967,Simran Chawla,,normal,21400.0,2,2,0,2.0,0,0,Chennai,Android,,
CUST000968,Diya Nair,,group_d_broken_promise,23500.0,4,2,2,20.1,7,1,Chennai,iOS,,
CUST000969,Karan Iyer,,normal,24600.0,5,4,1,4.0,2,2,Mumbai,iOS,,
CUST000970,Aditya Mehta,Reddy Logistics Pvt Ltd,b2b,309400.0,32,31,1,3.0,1,1,Indore,Android,,
CUST000971,Meera Kapoor,Patel Retail Pvt Ltd,b2b,680500.0,52,45,7,3.7,3,3,Indore,iOS,,
CUST000972,Myra Singh,,dormant_high_ltv,365700.0,51,46,5,1.3,0,0,Lucknow,iOS,,
CUST000973,Rahul Sharma,,group_d_broken_promise,10100.0,2,1,1,26.0,5,2,Ahmedabad,Android,,
CUST000974,Sanya Sharma,,normal,37000.0,4,3,1,1.0,2,2,Pune,Android,,
CUST000975,Sanya Rao,Kapoor Textiles Pvt Ltd,b2b,163500.0,23,22,1,5.3,4,3,Lucknow,iOS,,
CUST000976,Arjun Bose,,normal,19800.0,4,4,0,2.7,0,0,Nagpur,Android,,
CUST000977,Saanvi Verma,,normal,7700.0,1,1,0,1.2,2,2,Kolkata,iOS,,
CUST000978,Saanvi Reddy,,normal,20400.0,3,3,0,3.2,0,0,Jaipur,iOS,,
CUST000979,Ishaan Mehta,,normal,7400.0,1,1,0,4.4,1,1,Kolkata,Android,,
CUST000980,Diya Chawla,,group_d_broken_promise,22000.0,3,1,2,16.9,6,2,Jaipur,Android,,
CUST000981,Aditya Iyer,,normal,23300.0,3,3,0,3.5,0,0,Indore,Android,,
CUST000982,Ananya Malhotra,,normal,33700.0,9,6,3,0.9,1,1,Ahmedabad,Android,,
CUST000983,Aarav Malhotra,,normal,18400.0,1,1,0,1.6,0,0,Jaipur,Android,,
CUST000984,Meera Mehta,,normal,17100.0,5,4,1,4.2,2,2,Indore,iOS,,
CUST000985,Kabir Reddy,,group_d_broken_promise,28700.0,3,2,1,25.0,3,1,Nagpur,Android,,
CUST000986,Simran Singh,,normal,28100.0,3,2,1,2.1,1,1,Indore,Android,,
CUST000987,Sanya Gupta,Patel Enterprises Pvt Ltd,b2b,360500.0,47,43,4,9.5,3,3,Chennai,Android,,
CUST000988,Neha Patel,,dormant_high_ltv,432500.0,60,52,8,8.1,2,2,Mumbai,Android,,
CUST000989,Simran Chawla,Chawla Exports Pvt Ltd,b2b,190500.0,25,20,5,3.7,2,2,Lucknow,iOS,,
CUST000990,Aditya Reddy,,normal,22800.0,3,2,1,1.4,1,1,Indore,iOS,,
CUST000991,Aarav Verma,,normal,27000.0,8,8,0,0.9,0,0,Mumbai,Android,,
CUST000992,Priya Chawla,,normal,54400.0,9,8,1,6.0,1,1,Delhi,iOS,,
CUST000993,Ishaan Sharma,,normal,14900.0,4,3,1,4.1,1,1,Chennai,Desktop,,
CUST000994,Aditya Iyer,Bose Exports Pvt Ltd,b2b,565800.0,61,57,4,10.3,1,1,Indore,Android,,
CUST000995,Meera Kapoor,,normal,24000.0,6,5,1,0.5,0,0,Delhi,Android,,
CUST000996,Meera Rao,,normal,38600.0,7,6,1,3.0,0,0,Bangalore,Android,,
CUST000997,Ishaan Malhotra,,normal,38900.0,6,4,2,1.8,1,1,Indore,iOS,,
CUST000998,Simran Mehta,,dormant_high_ltv,454200.0,63,57,6,2.6,0,0,Bangalore,Android,,
CUST000999,Myra Patel,,normal,25200.0,4,3,1,2.8,0,0,Delhi,Android,,
CUST001000,Saanvi Joshi,Nair Industries Pvt Ltd,b2b,208100.0,23,22,1,7.1,2,2,Chennai,Android,,
CUST001001,Rahul Joshi,,dormant_high_ltv,266200.0,38,34,4,7.8,0,0,Lucknow,Android,,
CUST001002,Rohan Kapoor,,normal,16700.0,2,2,0,5.9,0,0,Hyderabad,iOS,,
CUST001003,Sanya Rao,,group_d_broken_promise,39300.0,6,3,3,23.6,7,2,Lucknow,iOS,,
CUST001004,Aditya Malhotra,,group_d_broken_promise,10200.0,5,2,3,35.8,4,0,Indore,Android,,
CUST001005,Neha Chawla,,normal,26900.0,3,2,1,0.8,2,2,Pune,iOS,,
CUST001006,Arjun Singh,,normal,27200.0,7,6,1,0.3,0,0,Pune,Android,,
CUST001007,Kiara Chawla,,normal,29500.0,4,3,1,3.4,1,1,Chennai,Android,,
CUST001008,Neha Nair,Nair Industries Pvt Ltd,b2b,413700.0,55,45,10,10.5,4,4,Lucknow,iOS,,
CUST001009,Karan Iyer,,normal,10900.0,1,1,0,0.2,1,1,Hyderabad,Android,,
CUST001010,Rahul Joshi,,normal,45000.0,8,7,1,2.5,2,2,Chennai,Android,,
CUST001011,Priya Kapoor,,normal,38600.0,4,3,1,4.2,0,0,Nagpur,Desktop,,
CUST001012,Priya Singh,,normal,18700.0,2,2,0,1.1,2,2,Jaipur,iOS,,
CUST001013,Ishaan Rao,,normal,36700.0,5,5,0,2.4,0,0,Mumbai,Android,,
CUST001014,Diya Mehta,,normal,18000.0,2,2,0,2.1,2,2,Mumbai,Android,,
CUST001015,Ananya Reddy,Singh Industries Pvt Ltd,b2b,392500.0,73,60,13,8.3,4,4,Indore,iOS,,
CUST001016,Myra Gupta,,group_d_broken_promise,28300.0,6,3,3,37.1,11,3,Hyderabad,Android,,
CUST001017,Diya Gupta,,normal,41200.0,4,4,0,1.3,0,0,Pune,iOS,,
CUST001018,Kabir Chawla,,normal,20300.0,4,3,1,1.0,0,0,Pune,Android,,
CUST001019,Aarav Malhotra,,dormant_high_ltv,354600.0,43,41,2,4.1,0,0,Chennai,Android,,
CUST001020,Ananya Patel,,normal,12100.0,3,2,1,3.4,1,1,Pune,iOS,,
CUST001021,Aditya Iyer,,normal,50500.0,4,4,0,1.9,2,1,Mumbai,iOS,,
CUST001022,Vivaan Bose,,normal,28900.0,6,4,2,3.3,0,0,Chennai,iOS,,
CUST001023,Karan Verma,,normal,17400.0,2,2,0,1.8,1,1,Nagpur,Android,,
CUST001024,Arjun Reddy,,normal,43000.0,4,3,1,0.8,0,0,Ahmedabad,iOS,,
CUST001025,Neha Rao,,normal,27000.0,4,4,0,14.3,0,0,Lucknow,Android,,
CUST001026,Kiara Nair,Mehta Retail Pvt Ltd,b2b,189300.0,25,23,2,9.0,1,1,Lucknow,Android,,
CUST001027,Karan Malhotra,,normal,16300.0,1,1,0,4.0,1,1,Chennai,iOS,,
CUST001028,Diya Nair,,normal,43300.0,5,4,1,1.2,1,1,Indore,Desktop,,
CUST001029,Diya Rao,,normal,29400.0,2,1,1,1.6,0,0,Chennai,Android,,
CUST001030,Rahul Gupta,,normal,23100.0,6,4,2,1.4,0,0,Lucknow,Android,,
CUST001031,Simran Malhotra,,normal,19600.0,4,3,1,1.0,1,1,Hyderabad,Desktop,,
CUST001032,Arjun Reddy,,normal,11800.0,2,2,0,0.7,0,0,Lucknow,Android,,
CUST001033,Diya Patel,,normal,5400.0,2,2,0,3.7,1,1,Chennai,Android,,
CUST001034,Simran Nair,,normal,28000.0,3,2,1,1.7,0,0,Pune,Android,,
CUST001035,Sanya Kapoor,,normal,10600.0,1,1,0,4.5,1,1,Pune,Desktop,,
CUST001036,Myra Chawla,,normal,11800.0,4,3,1,2.4,2,2,Kolkata,Android,,
CUST001037,Karan Sharma,Chawla Tech Pvt Ltd,b2b,414800.0,47,45,2,12.4,4,3,Delhi,Android,,
CUST001038,Saanvi Gupta,,normal,17900.0,5,4,1,4.6,1,1,Bangalore,Android,,
CUST001039,Ishaan Singh,,normal,18100.0,3,2,1,1.9,1,1,Lucknow,Android,,
CUST001040,Kabir Sharma,,group_d_broken_promise,62900.0,8,3,5,26.0,6,2,Pune,Android,,
CUST001041,Aman Rao,,group_d_broken_promise,33300.0,3,1,2,40.7,5,1,Lucknow,Android,,
CUST001042,Rahul Bose,,normal,12700.0,1,1,0,0.9,1,1,Bangalore,iOS,,
CUST001043,Aditya Verma,,normal,27900.0,5,4,1,1.2,0,0,Delhi,iOS,,
CUST001044,Priya Gupta,,normal,7900.0,1,1,0,2.0,1,1,Jaipur,Android,,
CUST001045,Aman Kapoor,,dormant_high_ltv,664800.0,59,50,9,6.3,2,2,Lucknow,Android,,
CUST001046,Sanya Chawla,Sharma Apparel Pvt Ltd,b2b,297700.0,32,26,6,4.1,2,1,Kolkata,Desktop,,
CUST001047,Priya Malhotra,,group_d_broken_promise,14100.0,1,0,1,26.0,11,4,Chennai,Android,,
CUST001048,Diya Joshi,,normal,27700.0,6,5,1,0.8,1,1,Indore,Android,,
CUST001049,Aditya Verma,,normal,16800.0,1,1,0,0.3,2,2,Ahmedabad,Desktop,,
CUST001050,Kabir Malhotra,Rao Textiles Pvt Ltd,b2b,443900.0,61,53,8,4.7,4,3,Kolkata,iOS,,
CUST001051,Aman Rao,,normal,12300.0,3,3,0,3.7,1,1,Chennai,Android,,
CUST001052,Aditya Sharma,,group_d_broken_promise,22000.0,3,2,1,19.2,4,1,Bangalore,Android,,
CUST001053,Priya Bose,Joshi Exports Pvt Ltd,b2b,291000.0,27,25,2,4.5,2,1,Ahmedabad,Android,,
CUST001054,Aditya Joshi,,group_d_broken_promise,33900.0,8,3,5,12.5,11,2,Pune,Android,,
CUST001055,Rohan Sharma,Joshi Enterprises Pvt Ltd,b2b,415400.0,58,56,2,4.1,1,1,Jaipur,Android,,
CUST001056,Aditya Sharma,,normal,8300.0,1,1,0,3.3,2,2,Pune,iOS,,
CUST001057,Aditya Kapoor,,normal,21400.0,7,6,1,7.7,1,1,Indore,Android,,
CUST001058,Saanvi Iyer,Bose Retail Pvt Ltd,b2b,347800.0,43,36,7,18.3,5,4,Lucknow,Android,,
CUST001059,Sanya Verma,,normal,10200.0,3,2,1,1.7,1,1,Pune,iOS,,
CUST001060,Rohan Gupta,,normal,9500.0,3,3,0,2.2,2,2,Lucknow,iOS,,
CUST001061,Rahul Chawla,,normal,38400.0,2,2,0,5.6,2,2,Delhi,iOS,,
CUST001062,Aarav Reddy,,normal,9000.0,2,2,0,0.7,0,0,Lucknow,Android,,
CUST001063,Aditya Rao,Iyer Industries Pvt Ltd,b2b,415000.0,59,55,4,6.3,5,4,Nagpur,Desktop,,
CUST001064,Karan Gupta,,normal,7800.0,1,1,0,1.8,1,1,Kolkata,Desktop,,
CUST001065,Aarav Nair,Malhotra Traders Pvt Ltd,b2b,440900.0,65,56,9,6.0,4,3,Lucknow,Desktop,,
CUST001066,Simran Rao,,normal,26500.0,6,5,1,1.2,1,1,Mumbai,Android,,
CUST001067,Ishaan Kapoor,,normal,22300.0,6,5,1,6.0,1,1,Bangalore,Android,,
CUST001068,Rohan Rao,,normal,14300.0,5,5,0,0.8,0,0,Hyderabad,iOS,,
CUST001069,Kiara Joshi,,dormant_high_ltv,317000.0,49,43,6,4.5,0,0,Pune,Android,,
CUST001070,Ishaan Malhotra,,normal,11500.0,2,2,0,0.7,1,1,Hyderabad,Android,,
CUST001071,Priya Singh,,normal,13100.0,1,1,0,1.1,2,2,Bangalore,Android,,
CUST001072,Neha Nair,,normal,14500.0,2,2,0,1.3,2,2,Ahmedabad,Android,,
CUST001073,Arjun Joshi,,normal,24900.0,3,3,0,3.2,1,1,Hyderabad,Android,,
CUST001074,Neha Mehta,,normal,21600.0,3,3,0,6.6,1,1,Pune,Android,,
CUST001075,Arjun Verma,,normal,15900.0,3,2,1,0.6,2,2,Delhi,iOS,,
CUST001076,Meera Malhotra,Singh Tech Pvt Ltd,b2b,334500.0,41,33,8,14.5,2,2,Delhi,Android,,
CUST001077,Ishaan Gupta,,normal,15800.0,1,1,0,4.2,1,1,Nagpur,iOS,,
CUST001078,Karan Sharma,,normal,27100.0,4,4,0,1.1,2,2,Bangalore,Android,,
CUST001079,Aarav Rao,,normal,12300.0,2,1,1,1.9,2,2,Pune,Android,,
CUST001080,Sanya Chawla,Malhotra Apparel Pvt Ltd,b2b,315300.0,51,43,8,13.2,2,2,Nagpur,Android,,
CUST001081,Rahul Singh,Nair Enterprises Pvt Ltd,b2b,436600.0,56,51,5,6.5,4,4,Kolkata,Desktop,,
CUST001082,Karan Gupta,,normal,8100.0,2,2,0,4.0,2,2,Indore,Android,,
CUST001083,Saanvi Gupta,,normal,36200.0,3,3,0,1.0,1,1,Nagpur,Android,,
CUST001084,Kabir Singh,,normal,15900.0,5,4,1,0.4,0,0,Chennai,Android,,
CUST001085,Vivaan Joshi,,normal,47800.0,6,5,1,0.7,2,2,Kolkata,Android,,
CUST001086,Simran Singh,,normal,14700.0,6,4,2,2.0,1,1,Lucknow,iOS,,
CUST001087,Ananya Gupta,,normal,19100.0,3,3,0,0.4,2,2,Nagpur,Android,,
CUST001088,Kiara Singh,,normal,11800.0,2,2,0,1.8,0,0,Hyderabad,iOS,,
CUST001089,Myra Bose,,normal,21800.0,2,1,1,0.2,0,0,Nagpur,Desktop,,
CUST001090,Priya Rao,,normal,16000.0,2,2,0,1.7,2,2,Ahmedabad,iOS,,
CUST001091,Ananya Sharma,Joshi Distributors Pvt Ltd,b2b,299300.0,39,36,3,7.0,1,1,Bangalore,iOS,,
CUST001092,Karan Rao,,normal,17000.0,1,1,0,2.5,1,1,Lucknow,iOS,,
CUST001093,Arjun Iyer,Chawla Foods Pvt Ltd,b2b,336900.0,50,42,8,6.9,1,1,Bangalore,Android,,
CUST001094,Sanya Chawla,Mehta Traders Pvt Ltd,b2b,607800.0,63,61,2,2.6,5,4,Lucknow,Android,,
CUST001095,Kabir Gupta,,normal,20200.0,3,3,0,1.9,1,1,Hyderabad,Desktop,,
CUST001096,Vivaan Singh,,normal,14900.0,2,2,0,5.2,2,2,Hyderabad,Android,,
CUST001097,Rohan Malhotra,Joshi Logistics Pvt Ltd,b2b,361900.0,59,52,7,7.4,5,4,Bangalore,iOS,,
CUST001098,Kabir Singh,,normal,21400.0,6,5,1,4.7,2,1,Chennai,Android,,
CUST001099,Priya Rao,,normal,13200.0,3,2,1,0.8,0,0,Hyderabad,Android,,
CUST001100,Simran Bose,,group_d_broken_promise,19100.0,3,1,2,25.3,10,3,Lucknow,Desktop,,
CUST001101,Arjun Iyer,,dormant_high_ltv,510100.0,65,63,2,6.5,2,1,Lucknow,iOS,,
CUST001102,Priya Reddy,Rao Textiles Pvt Ltd,b2b,467100.0,71,60,11,7.8,1,1,Lucknow,iOS,,
CUST001103,Aditya Malhotra,,normal,20900.0,5,4,1,2.0,0,0,Hyderabad,Android,,
CUST001104,Rahul Verma,,normal,7400.0,2,2,0,5.2,2,2,Lucknow,Android,,
CUST001105,Vivaan Reddy,,group_d_broken_promise,30000.0,5,2,3,34.9,11,3,Pune,iOS,,
CUST001106,Myra Iyer,,normal,9000.0,1,1,0,3.1,1,1,Chennai,iOS,,
CUST001107,Aman Mehta,,group_d_broken_promise,29100.0,6,3,3,42.4,10,2,Indore,Desktop,,
CUST001108,Meera Reddy,,normal,11700.0,1,1,0,6.2,1,1,Chennai,Android,,
CUST001109,Ishaan Nair,,normal,9900.0,1,1,0,3.5,1,1,Hyderabad,Android,,
CUST001110,Diya Nair,,group_d_broken_promise,25400.0,4,2,2,24.2,10,3,Chennai,iOS,,
CUST001111,Ananya Malhotra,,group_d_broken_promise,13400.0,2,1,1,16.8,10,2,Bangalore,Android,,
CUST001112,Rahul Rao,,normal,10300.0,1,1,0,5.7,0,0,Mumbai,Android,,
CUST001113,Aarav Rao,,normal,24200.0,1,1,0,1.6,2,2,Indore,Android,,
CUST001114,Saanvi Reddy,,normal,16200.0,2,1,1,2.3,1,1,Chennai,Android,,
CUST001115,Neha Verma,,normal,14900.0,3,2,1,1.6,2,2,Jaipur,Desktop,,
CUST001116,Vivaan Verma,,dormant_high_ltv,368900.0,53,51,2,1.5,2,2,Mumbai,Desktop,,
CUST001117,Aarav Mehta,,group_d_broken_promise,18100.0,5,3,2,31.9,10,3,Lucknow,iOS,,
CUST001118,Diya Kapoor,,normal,21500.0,7,6,1,1.0,0,0,Chennai,Android,,
CUST001119,Arjun Rao,Bose Traders Pvt Ltd,b2b,283600.0,27,23,4,4.7,3,3,Lucknow,Android,,
CUST001120,Kabir Malhotra,,normal,22400.0,2,2,0,3.6,1,1,Delhi,iOS,,
CUST001121,Aman Rao,,normal,14100.0,2,1,1,1.0,0,0,Kolkata,Android,,
CUST001122,Kiara Gupta,,group_d_broken_promise,66300.0,10,4,6,21.9,9,3,Chennai,Android,,
CUST001123,Diya Nair,,normal,31500.0,6,5,1,3.4,0,0,Mumbai,iOS,,
CUST001124,Simran Mehta,,group_d_broken_promise,21300.0,3,1,2,18.0,11,2,Lucknow,Desktop,,
CUST001125,Diya Nair,,normal,16700.0,6,4,2,4.1,1,1,Nagpur,iOS,,
CUST001126,Sanya Iyer,,normal,25400.0,5,4,1,3.0,0,0,Mumbai,Android,,
CUST001127,Neha Sharma,,normal,13200.0,4,4,0,0.6,1,1,Pune,Desktop,,
CUST001128,Rohan Joshi,,normal,21100.0,2,2,0,4.5,0,0,Indore,iOS,,
CUST001129,Rohan Rao,,normal,26600.0,2,2,0,4.5,0,0,Lucknow,iOS,,
CUST001130,Rahul Joshi,,normal,25000.0,3,2,1,1.2,2,2,Indore,Android,,
CUST001131,Rahul Chawla,,normal,23800.0,3,2,1,2.8,2,2,Hyderabad,Android,,
CUST001132,Aarav Mehta,,normal,12800.0,2,1,1,1.4,1,1,Jaipur,iOS,,
CUST001133,Aman Mehta,,group_d_broken_promise,22600.0,3,1,2,16.4,3,1,Delhi,Desktop,,
CUST001134,Ananya Nair,,normal,9700.0,5,4,1,5.4,2,2,Bangalore,iOS,,
CUST001135,Neha Patel,,normal,9200.0,1,1,0,4.5,2,1,Mumbai,Android,,
CUST001136,Myra Malhotra,Chawla Exports Pvt Ltd,b2b,413300.0,57,51,6,10.5,5,4,Bangalore,Android,,
CUST001137,Aditya Gupta,,normal,14600.0,1,1,0,2.9,2,2,Indore,Desktop,,
CUST001138,Sanya Mehta,,normal,14000.0,2,2,0,1.5,2,1,Bangalore,Desktop,,
CUST001139,Aarav Iyer,,dormant_high_ltv,405100.0,64,54,10,1.9,0,0,Indore,Android,,
CUST001140,Vivaan Nair,,normal,22600.0,6,4,2,2.0,0,0,Mumbai,Android,,
CUST001141,Rohan Nair,,normal,18700.0,6,4,2,3.0,1,1,Kolkata,Desktop,,
CUST001142,Vivaan Singh,,normal,9300.0,1,1,0,6.4,2,2,Mumbai,iOS,,
CUST001143,Saanvi Iyer,,normal,29000.0,4,3,1,3.6,1,1,Ahmedabad,Android,,
CUST001144,Saanvi Reddy,,normal,20500.0,4,3,1,13.4,0,0,Pune,Android,,
CUST001145,Diya Mehta,,normal,12400.0,2,2,0,3.5,0,0,Jaipur,Desktop,,
CUST001146,Saanvi Verma,Reddy Solutions Pvt Ltd,b2b,340000.0,47,45,2,6.3,2,2,Chennai,iOS,,
CUST001147,Meera Gupta,,normal,13500.0,3,2,1,0.8,0,0,Kolkata,Desktop,,
CUST001148,Arjun Malhotra,,normal,36000.0,6,6,0,0.2,1,1,Hyderabad,iOS,,
CUST001149,Aarav Kapoor,,normal,9900.0,1,1,0,5.4,1,1,Pune,iOS,,
CUST001150,Simran Verma,,normal,37000.0,8,6,2,1.8,0,0,Hyderabad,Android,,
CUST001151,Rahul Rao,,group_d_broken_promise,22600.0,3,2,1,21.3,11,2,Bangalore,Android,,
CUST001152,Simran Bose,,normal,16000.0,2,2,0,1.5,1,1,Hyderabad,Android,,
CUST001153,Priya Rao,,group_d_broken_promise,38800.0,3,1,2,16.7,9,2,Indore,Android,,
CUST001154,Kabir Patel,,group_d_broken_promise,23200.0,2,1,1,14.8,9,2,Delhi,Android,,
CUST001155,Ishaan Iyer,,normal,16600.0,2,2,0,4.7,0,0,Delhi,Android,,
CUST001156,Priya Singh,,dormant_high_ltv,273200.0,45,42,3,0.8,1,1,Hyderabad,Desktop,,
CUST001157,Rahul Mehta,,dormant_high_ltv,378100.0,52,44,8,1.9,1,1,Ahmedabad,iOS,,
CUST001158,Diya Iyer,,dormant_high_ltv,431000.0,73,71,2,5.0,1,1,Ahmedabad,iOS,,
CUST001159,Neha Patel,,normal,21600.0,2,2,0,3.0,1,1,Delhi,Android,,
CUST001160,Kabir Iyer,,normal,8000.0,1,1,0,12.6,1,1,Chennai,Android,,
CUST001161,Meera Malhotra,,dormant_high_ltv,400100.0,52,48,4,2.9,1,1,Lucknow,Android,,
CUST001162,Rahul Verma,,normal,20500.0,5,4,1,4.5,0,0,Lucknow,iOS,,
CUST001163,Kiara Verma,,normal,26300.0,6,5,1,3.3,1,1,Kolkata,Android,,
CUST001164,Priya Kapoor,,group_d_broken_promise,25700.0,4,2,2,16.8,8,1,Delhi,iOS,,
CUST001165,Aarav Malhotra,,group_d_broken_promise,28300.0,4,2,2,35.1,4,1,Indore,iOS,,
CUST001166,Myra Chawla,,normal,14400.0,3,2,1,0.3,0,0,Pune,Android,,
CUST001167,Sanya Sharma,,normal,17900.0,1,1,0,1.1,1,1,Nagpur,Android,,
CUST001168,Aman Sharma,,normal,48400.0,5,4,1,2.9,1,1,Chennai,Android,,
CUST001169,Meera Singh,,normal,27800.0,5,4,1,3.5,0,0,Indore,iOS,,
CUST001170,Rohan Patel,,group_d_broken_promise,41100.0,5,3,2,22.0,3,1,Bangalore,iOS,,
CUST001171,Priya Bose,,normal,11200.0,3,3,0,2.2,0,0,Ahmedabad,Android,,
CUST001172,Meera Iyer,,normal,13900.0,4,3,1,4.5,1,1,Hyderabad,Desktop,,
CUST001173,Rohan Joshi,Malhotra Retail Pvt Ltd,b2b,318200.0,46,42,4,4.3,4,4,Delhi,Android,,
CUST001174,Rohan Mehta,,normal,15800.0,6,5,1,13.7,1,1,Lucknow,Android,,
CUST001175,Priya Sharma,,normal,28700.0,4,3,1,0.4,2,2,Indore,iOS,,
CUST001176,Ananya Malhotra,,normal,11200.0,4,3,1,2.5,2,2,Jaipur,Desktop,,
CUST001177,Sanya Verma,,normal,25100.0,1,1,0,0.5,1,1,Chennai,Android,,
CUST001178,Kiara Malhotra,,normal,25100.0,5,4,1,9.1,0,0,Lucknow,Desktop,,
CUST001179,Priya Singh,Chawla Textiles Pvt Ltd,b2b,184800.0,30,24,6,4.2,5,4,Mumbai,iOS,,
CUST001180,Diya Kapoor,Gupta Apparel Pvt Ltd,b2b,251600.0,44,40,4,5.4,1,1,Delhi,iOS,,
CUST001181,Aarav Nair,,normal,18500.0,2,2,0,3.4,0,0,Jaipur,Desktop,,
CUST001182,Aman Reddy,,group_d_broken_promise,25800.0,2,1,1,17.2,6,2,Pune,iOS,,
CUST001183,Myra Sharma,,group_d_broken_promise,27200.0,2,1,1,34.9,6,1,Ahmedabad,Android,,
CUST001184,Ishaan Kapoor,,group_d_broken_promise,19600.0,6,3,3,40.0,11,2,Kolkata,Android,,
CUST001185,Diya Reddy,,group_d_broken_promise,30300.0,5,2,3,15.2,8,3,Delhi,Android,,
CUST001186,Arjun Chawla,,normal,29200.0,4,3,1,5.8,0,0,Delhi,Android,,
CUST001187,Sanya Kapoor,,normal,11800.0,2,2,0,1.7,0,0,Bangalore,iOS,,
CUST001188,Kiara Nair,,normal,32200.0,5,4,1,1.3,1,1,Delhi,Android,,
CUST001189,Myra Iyer,,group_d_broken_promise,34700.0,6,3,3,67.3,4,1,Bangalore,Android,,
CUST001190,Vivaan Verma,,normal,7300.0,2,1,1,1.0,2,1,Chennai,Android,,
CUST001191,Aarav Malhotra,,normal,11200.0,2,2,0,3.4,0,0,Chennai,Android,,
CUST001192,Karan Verma,,normal,7300.0,3,3,0,4.0,1,1,Ahmedabad,Android,,
CUST001193,Aditya Singh,,normal,12100.0,2,2,0,6.0,1,1,Kolkata,Android,,
CUST001194,Rohan Patel,,normal,25400.0,4,4,0,2.3,2,1,Chennai,iOS,,
CUST001195,Myra Patel,,normal,22100.0,2,2,0,2.6,1,1,Chennai,Android,,
CUST001196,Neha Sharma,,group_d_broken_promise,35900.0,4,2,2,23.6,3,0,Bangalore,Android,,
CUST001197,Karan Nair,Reddy Solutions Pvt Ltd,b2b,177400.0,19,18,1,4.4,1,1,Hyderabad,Android,,
CUST001198,Rohan Verma,,normal,20400.0,2,2,0,0.5,2,2,Bangalore,Desktop,,
CUST001199,Meera Sharma,Sharma Retail Pvt Ltd,b2b,698200.0,51,43,8,12.9,4,4,Hyderabad,Android,,
CUST001200,Diya Singh,,normal,12000.0,3,2,1,2.8,1,1,Nagpur,iOS,,
CUST001201,Rohan Singh,,normal,17800.0,3,2,1,5.0,1,1,Delhi,Desktop,,
CUST001202,Diya Reddy,,normal,32400.0,3,2,1,5.0,1,1,Ahmedabad,Android,,
CUST001203,Karan Nair,,normal,12300.0,3,2,1,1.5,1,1,Kolkata,Android,,
CUST001204,Neha Reddy,,normal,12600.0,2,1,1,4.5,2,1,Hyderabad,Desktop,,
CUST001205,Myra Malhotra,,dormant_high_ltv,384300.0,48,44,4,1.8,2,1,Hyderabad,iOS,,
CUST001206,Kabir Bose,,dormant_high_ltv,470900.0,65,56,9,1.2,2,1,Jaipur,Android,,
CUST001207,Diya Iyer,,normal,12900.0,2,2,0,1.0,0,0,Pune,Android,,
CUST001208,Karan Kapoor,,normal,19800.0,4,3,1,3.4,0,0,Bangalore,Android,,
CUST001209,Rohan Sharma,Iyer Solutions Pvt Ltd,b2b,346300.0,51,41,10,7.0,2,1,Lucknow,Desktop,,
CUST001210,Kiara Mehta,,normal,24200.0,1,1,0,5.5,2,1,Hyderabad,Desktop,,
CUST001211,Saanvi Malhotra,,normal,27100.0,5,5,0,4.4,2,2,Ahmedabad,iOS,,
CUST001212,Neha Nair,,normal,15700.0,5,4,1,0.6,0,0,Mumbai,Android,,
CUST001213,Vivaan Reddy,,normal,15000.0,4,4,0,6.7,1,1,Kolkata,Desktop,,
CUST001214,Meera Malhotra,,normal,13600.0,1,1,0,3.7,0,0,Mumbai,Android,,
CUST001215,Sanya Reddy,Sharma Enterprises Pvt Ltd,b2b,362800.0,41,37,4,3.3,4,3,Mumbai,Android,,
CUST001216,Simran Mehta,,normal,23400.0,2,1,1,6.0,2,2,Chennai,iOS,,
CUST001217,Simran Singh,Gupta Exports Pvt Ltd,b2b,498100.0,73,70,3,11.7,4,4,Nagpur,iOS,,
CUST001218,Aman Joshi,,normal,8200.0,2,1,1,4.3,1,1,Chennai,Android,,
CUST001219,Vivaan Reddy,,normal,16800.0,4,4,0,0.9,2,1,Nagpur,Desktop,,
CUST001220,Ishaan Kapoor,,dormant_high_ltv,287800.0,37,33,4,2.7,1,1,Indore,Android,,
CUST001221,Rohan Gupta,,dormant_high_ltv,436600.0,55,50,5,0.4,1,1,Bangalore,Android,,
